time,body1,body2,numContacts,cpx_avg,cpy_avg,cpz_avg,cnx_avg,cny_avg,cnz_avg,fx_avg,fy_avg,fz_avg,mx_avg,my_avg,mz_avg
1.77,Terrain0,hrp2[LLEG_JOINT5],10,0.230016196441,0.132472512009,-5.72166489391e-05,3.61318359395e-15,0.0,-1.0,-89.9682804666,-16.1071836785,219.321586543,0.000394207028332,-0.000465492857658,-6.26462777453
1.79,Terrain0,hrp2[RLEG_JOINT5],11,-0.259082313448,-0.0850740966478,-0.000209649367633,2.40683279074e-15,4.96671038303e-16,-1.0,83.1808597031,19.2851795539,318.77739458,-0.0110688473899,-0.00202139204905,-5.98071284207
1.79,Terrain0,hrp2[LLEG_JOINT5],10,0.250765618753,0.142598658816,-6.14507623077e-05,-3.78961157942e-17,-2.79579028127e-16,-1.0,-86.9202644058,-17.9710510188,227.737501586,-0.000214941311035,-0.000387154034385,-2.16180194559
1.81,Terrain0,hrp2[RLEG_JOINT5],11,-0.259518531739,-0.0797332543507,-0.000244777714252,7.99811959179e-15,-5.69774641065e-16,-1.0,92.6274276594,19.862105769,333.371896886,-0.0101556886155,-0.00419763682311,-5.371028771
1.81,Terrain0,hrp2[LLEG_JOINT5],10,0.272403169874,0.147003621609,-6.16610657921e-05,-5.63456378461e-16,-2.7965886233e-16,-1.0,-90.043619938,-17.1838539779,218.209966069,-0.000405300372835,-0.000479337346127,-4.20076224418
1.83,Terrain0,hrp2[RLEG_JOINT5],11,-0.279786542816,-0.0756087177801,-0.000174422352129,1.03240090645e-15,-1.97161350545e-15,-1.0,83.9749415506,18.6197333058,319.054049653,-0.00933550250375,-0.0020649829468,-6.15384331751
1.83,Terrain0,hrp2[LLEG_JOINT5],10,0.229419146919,0.142198146061,-5.34197919457e-05,4.65279039316e-15,-2.79720787031e-16,-1.0,-87.2146595007,-17.966062008,227.389466219,-6.52580645635e-05,-0.000378113468088,-2.26189113397
1.85,Terrain0,hrp2[RLEG_JOINT5],11,-0.258796410673,-0.0875219730278,-0.000232865260023,-4.72656475487e-15,-1.80716920339e-16,-1.0,89.469980265,19.8848320596,331.987008637,-0.0133074383415,-0.00153737173714,-6.24116706177
1.85,Terrain0,hrp2[LLEG_JOINT5],10,0.186403010271,0.122151288062,-4.89640959484e-05,-2.2746535874e-15,6.5363716178e-16,-1.0,-91.1375207976,-17.9339013531,225.322687271,-3.46956321127e-05,-6.27303732588e-05,-2.70912974773
1.87,Terrain0,hrp2[RLEG_JOINT5],11,-0.259344118653,-0.0698956646901,-0.000235251885,-5.30375822161e-15,2.72634205485e-16,-1.0,86.0651649469,17.8071664102,322.037640268,-0.013211960193,-0.00106510029776,-6.31509592043
1.87,Terrain0,hrp2[LLEG_JOINT5],10,0.208668251338,0.114208533373,-4.2081750719e-05,-4.59581201174e-15,-5.59952234666e-16,-1.0,-88.0829554091,-17.3699787172,225.022234894,9.10115656186e-05,-5.94225768093e-05,-2.75806064448
1.89,Terrain0,hrp2[RLEG_JOINT5],11,-0.239331984798,-0.0759277502291,-0.000232776668469,-2.67248282931e-15,5.12725819621e-16,-1.0,94.1850751869,20.0757352565,335.992774609,-0.0105713827866,-0.00343898413897,-6.09383707698
1.89,Terrain0,hrp2[LLEG_JOINT5],10,0.252843378221,0.113358538864,-3.91556234392e-05,-2.60463419234e-15,-5.59830615994e-16,-1.0,-91.3317001148,-16.9692506256,216.664421094,0.000145302518528,-0.000149483555633,-3.81081461946
1.91,Terrain0,hrp2[RLEG_JOINT5],11,-0.260006548529,-0.0729500828335,-0.000213555506479,-3.12692768132e-15,0.0,-1.0,0.0,0.0,14.641467597,2.77555756156e-17,-4.48859699409e-17,0.0
1.91,Terrain0,hrp2[LLEG_JOINT5],10,0.229877495836,0.128405653893,-4.37569099069e-05,-1.15418357507e-15,-2.79615604125e-16,-1.0,0.0,1.20464453782e-13,141.949933287,0.0,-2.6645352591e-15,-1.82136175642e-14
1.93,Terrain0,hrp2[RLEG_JOINT5],11,-0.239787538224,-0.0658490779275,-0.000256064368462,-7.92050345327e-15,-2.74262793576e-16,-1.0,87.0711321047,20.6302826522,329.2555212,-0.0112606890162,-0.000319625913706,-6.14369111535
1.93,Terrain0,hrp2[LLEG_JOINT5],10,0.209034941294,0.118101386626,-5.70593634819e-05,1.1498464966e-15,0.0,-1.0,-91.2580971242,-17.2409164694,230.270829175,0.000581531889431,0.00120904002179,-2.9164535125
1.95,Terrain0,hrp2[RLEG_JOINT5],11,-0.219349780067,-0.0758088949369,-0.0002301448463,0.0,-2.25359455765e-15,-1.0,85.5391917131,25.2836805965,321.379156988,-0.00819980778674,0.000240661767596,-4.41021444005
1.95,Terrain0,hrp2[LLEG_JOINT5],10,0.208108208298,0.141624364967,-7.04264892646e-05,-1.74587054349e-15,-8.62725694876e-16,-1.0,-86.7947910483,-25.8331812902,222.585972964,0.000239593858603,-0.000301945439697,-2.75744261075
1.97,Terrain0,hrp2[RLEG_JOINT5],11,-0.279987061335,-0.0756827595794,-0.000170228778794,3.13000819301e-15,4.24672593894e-16,-1.0,97.0537928403,24.9725511676,344.917719238,-0.00809970915047,-0.00398930042224,-4.77257634838
1.97,Terrain0,hrp2[LLEG_JOINT5],10,0.186729466429,0.141221787099,-7.04696863752e-05,-5.99763839224e-15,2.82611981379e-16,-1.0,-91.7756671247,-23.4021803357,212.327494387,0.000600262480519,-0.000364147055754,-4.26680893627
1.99,Terrain0,hrp2[RLEG_JOINT5],10,-0.182178359328,-0.0610149638236,-0.000439100801459,-2.94866728955e-15,-2.21239341196e-15,-1.0,88.9725565799,16.7184206574,333.122386784,-0.00409360903626,-0.00592508896376,-4.0604003811
1.99,Terrain0,hrp2[LLEG_JOINT5],10,0.186398787377,0.133216150579,-6.14285008698e-05,5.81401094314e-15,-5.64474134495e-16,-1.0,-95.8484563635,-16.8754845732,238.11155496,0.000979218752408,0.00080965785527,-7.03626517878
2.01,Terrain0,hrp2[RLEG_JOINT5],12,-0.250726436075,-0.0776913613761,-0.000212128002671,-6.83539190672e-15,2.41492333595e-16,-1.0,100.339887369,2.34396608432,338.652200486,-0.0163655837708,-0.00185873240541,-7.13647556555
2.01,Terrain0,hrp2[LLEG_JOINT5],9,0.194395930344,0.127418990782,-8.29756181058e-05,-1.32284069748e-15,0.0,-1.0,-89.6316354784,-27.61540964,218.542889517,0.00213445291691,0.000245635130979,-5.77980036332
2.03,Terrain0,hrp2[RLEG_JOINT5],12,-0.251388806745,-0.0726537840355,-0.000226952044202,-4.55012556355e-15,-7.87756063956e-16,-1.0,85.0812633199,21.9555436603,321.827671127,-0.0101890703608,0.00125918249031,-5.18023421975
2.03,Terrain0,hrp2[LLEG_JOINT5],9,0.169510440718,0.142217023267,-0.000101981555388,2.79219604908e-15,0.0,-1.0,-91.0478240556,-22.8263972552,229.175376556,2.74806527263e-05,0.00229179630966,-2.55645448825
2.05,Terrain0,hrp2[RLEG_JOINT5],12,-0.251547324531,-0.0727154636819,-0.000272333216298,-3.6826782145e-15,1.72421555877e-15,-1.0,93.123142053,21.6130655652,346.920629025,-0.0129697959496,-0.000631411424079,-5.86825864021
2.05,Terrain0,hrp2[LLEG_JOINT5],9,0.194410619833,0.136317326483,-8.9066519599e-05,-2.76540652745e-15,3.47501351169e-15,-1.0,-97.8411342434,-17.1744884947,228.14428778,0.000974930502868,0.00172713805922,-4.03300708866
2.07,Terrain0,hrp2[RLEG_JOINT5],12,-0.251231972378,-0.0819894232366,-0.000242583519476,-1.48238332085e-15,-3.72102265855e-15,-1.0,95.3344813468,23.4797957958,340.459509491,-0.010178392081,-0.00318554028822,-4.85871417545
2.07,Terrain0,hrp2[LLEG_JOINT5],9,0.194754583471,0.120987083489,-7.31545970635e-05,-3.4283424527e-15,-6.40121164954e-16,-1.0,-90.877922961,-21.3250327932,212.754222296,0.000736321636092,0.000469458471857,-4.37135728149
2.09,Terrain0,hrp2[RLEG_JOINT5],11,-0.259650074959,-0.0787664951813,-0.000199242580897,-5.98469089015e-16,1.23496674394e-15,-1.0,96.4862641339,24.7635500599,343.839562898,-0.00856973538678,-0.00410523034308,-4.79965439535
2.09,Terrain0,hrp2[LLEG_JOINT5],10,0.231308606002,0.118628829835,-7.69556228091e-05,-1.11578865203e-15,-5.63742389443e-16,-1.0,-92.9974752643,-22.7975038798,215.309031389,0.00059408168422,-0.00219138681642,-4.20938620223
2.11,Terrain0,hrp2[RLEG_JOINT5],11,-0.260464601255,-0.0730985852383,-0.000221653126322,5.60952068926e-16,1.7344573028e-15,-1.0,90.6188837253,23.5142238507,330.78131158,-0.00822635928035,-0.00361169979768,-4.7643136987
2.11,Terrain0,hrp2[LLEG_JOINT5],10,0.231406125606,0.11870125181,-7.19413548567e-05,-9.28144558254e-16,-1.69267194286e-15,-1.0,-89.8833966379,-23.2421836525,218.987108075,0.000688789804542,-0.001884134931,-3.6037192313
2.13,Terrain0,hrp2[RLEG_JOINT5],11,-0.280015564972,-0.0794355183258,-0.000166716403009,5.68188150337e-16,1.37510288695e-17,-1.0,95.1308424543,26.3766954585,341.575620401,-0.00474681821847,-0.003871966593,-2.99495900569
2.13,Terrain0,hrp2[LLEG_JOINT5],10,0.23083392854,0.132359433811,-7.75879285695e-05,3.21552633165e-15,4.06679573093e-15,-1.0,-89.9424467951,-27.922339612,213.319366187,0.000567045461983,-0.00286449914459,-5.38669740914
2.15,Terrain0,hrp2[RLEG_JOINT5],11,-0.280807096282,-0.0738768746186,-0.000194298734338,-4.40500972012e-15,-4.93146644854e-16,-1.0,84.7469196318,20.9578571951,325.666661814,-0.00675740687665,-0.00241916666093,-4.9744246041
2.15,Terrain0,hrp2[LLEG_JOINT5],10,0.209735423007,0.118164099258,-6.12156235101e-05,-1.50340463227e-15,1.22581335763e-15,-1.0,-89.9222414528,-25.2702270188,229.536980231,0.000437834300733,-0.00172114066673,-3.24094227446
2.17,Terrain0,hrp2[RLEG_JOINT5],11,-0.26064560767,-0.0735267340243,-0.000210713101079,-7.11751412771e-15,3.62905835838e-16,-1.0,94.1023100997,21.1646102167,339.011161377,-0.00311336342212,-0.00337323934457,-2.58547267353
2.17,Terrain0,hrp2[LLEG_JOINT5],10,0.253596642581,0.109392790791,-5.45293369064e-05,-4.65185132168e-15,-1.12368779616e-15,-1.0,-89.6718961389,-18.4277183363,212.939377525,-0.000385126704315,-0.00126140144574,-7.31850720432
2.19,Terrain0,hrp2[RLEG_JOINT5],11,-0.280637400231,-0.0702374164619,-0.000170098076251,-1.40707481725e-15,-3.67314531001e-16,-1.0,87.5541783676,20.5258938253,325.731341158,-0.00276273800189,-0.00248781114135,-2.43613771095
2.19,Terrain0,hrp2[LLEG_JOINT5],10,0.231598149334,0.122643251818,-5.79673721401e-05,-5.20538112177e-16,0.0,-1.0,-89.4719009061,-19.9787615539,221.872278699,5.14194819689e-05,-0.0012111342522,-6.62784254065
2.21,Terrain0,hrp2[RLEG_JOINT5],11,-0.280406508169,-0.0827809112431,-0.000154706198667,-2.63274496034e-15,9.61620962345e-16,-1.0,95.1234352379,22.3015046412,338.818622052,-0.00295380262143,-0.00315236772221,-2.64223876619
2.21,Terrain0,hrp2[LLEG_JOINT5],10,0.231603807614,0.122643310335,-5.45386390559e-05,-1.69130014657e-15,6.41696585815e-16,-1.0,-91.5834390592,-20.4486349887,213.526863698,8.27811682198e-05,-0.00140937180571,-7.22958804386
2.23,Terrain0,hrp2[RLEG_JOINT5],10,-0.270697724761,-0.0763395734081,-0.000157740180805,1.43014565308e-15,-9.46059372398e-16,-1.0,85.4183626931,19.8930841442,323.266922617,-0.00276055335957,-0.00191889151288,-2.62142925711
2.23,Terrain0,hrp2[LLEG_JOINT5],10,0.231108314246,0.127504651539,-5.39783863259e-05,4.54963172696e-15,6.33814740848e-16,-1.0,-88.8495328692,-18.0791300881,223.449011425,0.000410096734442,-0.000827859491082,-6.41305298302
2.25,Terrain0,hrp2[RLEG_JOINT5],10,-0.248582634546,-0.0772889050056,-0.000170908839834,-1.43600556849e-15,-2.26602888341e-15,-1.0,92.8324849182,21.6741496231,336.180029552,-0.00255859170704,-0.00247348645209,-2.62205595431
2.25,Terrain0,hrp2[LLEG_JOINT5],10,0.209312382497,0.127956015195,-4.975830128e-05,-2.89569155087e-15,-3.70138952141e-18,-1.0,-91.6235158701,-19.7130622148,215.296778083,-1.2424318218e-05,-0.00115281259216,-7.0746807574
2.27,Terrain0,hrp2[RLEG_JOINT5],10,-0.27098276169,-0.0932196932275,-0.000132937511897,1.40719214361e-15,-1.80005513049e-15,-1.0,84.721478756,23.3984490786,321.990805264,-0.00356654742222,-0.00191567268087,-4.80822980344
2.27,Terrain0,hrp2[LLEG_JOINT5],10,0.209505203315,0.131960998293,-4.88974017158e-05,-2.75845689372e-16,0.0,-1.0,-88.625687385,-22.5571835079,223.383510511,0.00021295619212,-0.00114800994796,-2.73791646793
2.29,Terrain0,hrp2[RLEG_JOINT5],10,-0.270699675697,-0.0763401418677,-0.000128738818389,4.12620235358e-15,1.68310058334e-15,-1.0,93.1905743849,21.2535930144,336.006561493,-0.00374233041088,-0.00246290685697,-5.22610856816
2.29,Terrain0,hrp2[LLEG_JOINT5],10,0.231335923028,0.114705837778,-3.96305927186e-05,-2.87971951963e-15,8.41344645998e-16,-1.0,-91.7105418371,-17.4360801611,215.236083768,3.12395086555e-05,-0.000715383619074,-4.56327015978
2.31,Terrain0,hrp2[RLEG_JOINT5],10,-0.270983904571,-0.0932202027486,-0.000116545424483,4.03618964181e-15,-8.58524995276e-16,-1.0,84.3801264604,22.8520470655,321.465904986,-0.0030520046503,-0.00168069582034,-4.93875135403
2.31,Terrain0,hrp2[LLEG_JOINT5],10,0.209528586669,0.131960815769,-4.36697518501e-05,-2.03880368395e-15,2.77940408409e-16,-1.0,-88.7793513351,-22.4823282842,224.311857004,0.000178544502567,-0.00104254964191,-2.78545799503
2.33,Terrain0,hrp2[RLEG_JOINT5],10,-0.248853274371,-0.0733647754272,-0.000130947546671,-2.67709410653e-15,2.19512224332e-15,-1.0,92.4812947315,23.0893701212,335.333676924,-0.00312081210311,-0.00210406821066,-5.18627399962
2.33,Terrain0,hrp2[LLEG_JOINT5],10,0.209359076871,0.127955706019,-3.9691455747e-05,-3.99383186465e-15,6.39031748624e-16,-1.0,-91.5460487352,-20.7435406806,215.55243077,0.000105795442613,-0.000979536974791,-3.87054300881
2.35,Terrain0,hrp2[RLEG_JOINT5],10,-0.270701339369,-0.0763408662273,-0.000105874430705,1.30117782283e-15,-5.59032859866e-16,-1.0,84.8612799994,21.4498867221,321.801570565,-0.00282564659336,-0.00162617177145,-5.35362073971
2.35,Terrain0,hrp2[LLEG_JOINT5],10,0.209663624211,0.114158630873,-3.23321002419e-05,-1.11873659309e-15,-5.55620241484e-16,-1.0,-88.5784774928,-18.7930353892,222.380809957,-5.33123568236e-06,-0.000652394463481,-2.8750873916
2.37,Terrain0,hrp2[RLEG_JOINT5],10,-0.205457379866,-0.0459667102069,-0.00026347727532,-4.51734133064e-15,7.36746082891e-16,-1.0,86.8992799821,17.2527194266,335.046952502,-0.00366144688989,-0.00344205267351,-4.46429974827
2.37,Terrain0,hrp2[LLEG_JOINT5],11,0.261334031203,0.120189330973,-4.86712812059e-05,-6.98894327996e-16,-8.35887133591e-16,-1.0,-96.016654662,-30.2796800237,246.005109826,0.000642107555498,-0.00166102986448,-4.05590118319
2.39,Terrain0,hrp2[RLEG_JOINT5],10,-0.204623365765,-0.0616935222505,-0.000295581892677,6.73980642011e-15,-2.24786419065e-15,-1.0,86.283826369,16.5509652996,327.345713597,-0.00562047625728,-0.000208064273504,-5.31658831563
2.39,Terrain0,hrp2[LLEG_JOINT5],11,0.181359366395,0.141479312625,-8.18602307627e-05,2.21052192559e-15,5.05395678178e-16,-1.0,-92.7040382089,-1.83685326203,242.799588634,0.00129704637124,0.00180315358391,-7.63323581903
2.41,Terrain0,hrp2[RLEG_JOINT5],10,-0.205216832741,-0.067247203929,-0.000313676702461,1.63586827864e-15,8.23456508157e-16,-1.0,97.4784566904,22.7918573276,337.868072337,-0.00470085846355,-0.00294258026083,-5.26500119617
2.41,Terrain0,hrp2[LLEG_JOINT5],11,0.201910580354,0.124108757043,-6.09433416116e-05,5.1068239766e-15,-5.05212353068e-16,-1.0,-91.0267183523,-20.5165644762,213.197762849,0.000315792798758,-0.00107024691946,-4.46645399638
2.43,Terrain0,hrp2[RLEG_JOINT5],10,-0.203738253512,-0.0616927518894,-0.000250263534443,2.42983958964e-16,1.01784028697e-15,-1.0,144.318010812,8.61121334531,355.461363275,-0.013788939727,-0.0144376182682,-6.72204291735
2.43,Terrain0,hrp2[LLEG_JOINT5],10,0.20946517725,0.127761853084,-7.77322406384e-05,-1.0899406383e-15,1.52076987004e-15,-1.0,-90.4221870634,-29.4978108395,247.711464334,0.00079069064579,-0.00233886536285,-7.58978582804
2.45,Terrain0,hrp2[RLEG_JOINT5],10,-0.226778499368,-0.0563815229169,-0.000267959465317,5.84702782053e-15,1.27887456801e-15,-1.0,98.2243525873,23.2447182116,336.349973558,-0.0065607296268,-0.00166010135391,-5.29031797811
2.45,Terrain0,hrp2[LLEG_JOINT5],11,0.202104779529,0.116803049041,-6.29136859443e-05,-4.36494631323e-15,-7.57590478499e-16,-1.0,-91.0236664757,-19.0924613053,213.498737509,-0.000365786916272,-0.00120400926135,-4.53825641803
2.47,Terrain0,hrp2[RLEG_JOINT5],10,-0.20571558936,-0.0596873501351,-0.000329027945941,0.0,-1.24756066189e-15,-1.0,83.1810602058,19.1207332521,318.153898317,-0.00588232035932,-0.00139228586743,-5.83732497245
2.47,Terrain0,hrp2[LLEG_JOINT5],11,0.201428930835,0.129400854019,-6.98355838534e-05,-5.38591282853e-15,-2.52541496812e-16,-1.0,-90.0057162247,-18.7700704633,228.426348275,0.000213429370692,-0.000843582177252,-2.83873957521
2.49,Terrain0,hrp2[RLEG_JOINT5],10,-0.205400414852,-0.0499413510776,-0.000307651561181,4.82623695224e-15,-1.31678209386e-15,-1.0,94.170899487,20.5533587927,335.563855582,-0.00550193267006,-0.00318140656881,-5.82518605917
2.49,Terrain0,hrp2[LLEG_JOINT5],11,0.221864454364,0.108453813489,-4.83257745818e-05,-1.0775886401e-15,5.05362774203e-16,-1.0,-94.9924471945,-17.9265388831,215.30326733,0.000353607617684,-0.000722090768819,-4.51214474798
2.51,Terrain0,hrp2[RLEG_JOINT5],11,-0.281005948509,-0.0917521796444,-0.000160834735071,-2.20821850903e-15,-2.55876744785e-16,-1.0,87.8478925163,25.0494113397,324.830446109,-0.00563458827036,0.000702155525508,-4.13939202482
2.51,Terrain0,hrp2[LLEG_JOINT5],10,0.23095832188,0.128242278144,-6.01772178622e-05,-2.36987111946e-15,-8.33708831094e-16,-1.0,-91.516447389,-26.8825594314,220.540602097,0.000506068414742,-0.00206807193939,-3.42531368821
2.53,Terrain0,hrp2[RLEG_JOINT5],10,-0.181586051424,-0.0647725815422,-0.000319194583918,-9.66428269107e-15,1.73014649379e-15,-1.0,93.4190468909,25.4942942012,347.315912968,-0.00387127209444,-0.00442263593547,-4.40693144093
2.53,Terrain0,hrp2[LLEG_JOINT5],11,0.201355679841,0.145548728907,-8.85831798731e-05,2.1115956681e-15,-4.71401244392e-15,-1.0,-88.9164450396,-24.7537408851,213.811975255,0.000258159110928,-0.000381602523805,-4.30754307584
2.55,Terrain0,hrp2[RLEG_JOINT5],11,-0.239954920015,-0.0662892150958,-0.00017794392772,-2.65665362153e-15,1.25049290657e-15,-1.0,92.8454694888,27.2021675288,340.848462521,-0.00574814954395,0.00116749588714,-3.6096129482
2.55,Terrain0,hrp2[LLEG_JOINT5],10,0.27505378916,0.123442760861,-6.98863327163e-05,3.14842741355e-15,0.0,-1.0,-85.7657095367,-27.2117646262,208.28528447,-0.000193650946257,-0.00127619630176,-4.00965524777
2.57,Terrain0,hrp2[RLEG_JOINT5],11,-0.260990648572,-0.0791755011383,-0.00019611374813,5.56814248475e-15,-3.88075064088e-16,-1.0,93.9900266987,27.1051506873,339.665707512,-0.00650079238366,0.00033444874113,-3.93526517427
2.57,Terrain0,hrp2[LLEG_JOINT5],10,0.273814150853,0.146826805654,-8.45189485608e-05,-8.59821401944e-16,-2.80531965833e-16,-1.0,-92.2711234533,-28.0952238934,215.855781556,0.000111575404976,-0.00205592289186,-4.08545764233
2.59,Terrain0,hrp2[RLEG_JOINT5],11,-0.281159229932,-0.0792950045685,-0.000184733165903,-1.45193071712e-15,2.08212380851e-15,-1.0,90.2625358026,21.6837698509,329.517560092,-0.00852568829052,0.000817253717852,-5.21239290886
2.59,Terrain0,hrp2[LLEG_JOINT5],10,0.275859174721,0.113716518563,-5.41410379951e-05,-1.01960490293e-14,1.22451181054e-15,-1.0,-91.718596915,-18.1260461946,217.838739642,0.0003528368191,-0.000642940655577,-3.96533803106
2.61,Terrain0,hrp2[RLEG_JOINT5],11,-0.301227277033,-0.0849299773108,-0.000138478654395,0.0,1.74828884908e-16,-1.0,93.2019325803,27.8769872063,346.796453924,-0.00539577412988,-0.00251470151857,-3.71378690412
2.61,Terrain0,hrp2[LLEG_JOINT5],10,0.252288633061,0.142412396194,-6.97518306391e-05,1.74661099763e-15,0.0,-1.0,-86.5544407489,-27.7203809875,210.47190125,0.000282997656248,-0.00171804102828,-3.8974829331
2.63,Terrain0,hrp2[RLEG_JOINT5],11,-0.281160046306,-0.0792952784559,-0.000160571094467,-1.38761874349e-15,-6.99921381561e-16,-1.0,92.4663438992,27.4223947447,340.448407381,-0.00460996745624,-0.00242949934083,-3.53840363526
2.63,Terrain0,hrp2[LLEG_JOINT5],10,0.253178666603,0.136691396928,-6.17639686005e-05,5.63434352495e-16,2.80076702581e-16,-1.0,-88.0022901276,-27.3467513051,208.460470138,0.000556697728011,-0.00191128938451,-4.15965917252
2.65,Terrain0,hrp2[RLEG_JOINT5],11,-0.281255755084,-0.0740235306393,-0.000150339174603,7.00154499553e-16,-6.80101105607e-16,-1.0,91.6931165778,26.9174479234,343.929409216,-0.00448616525387,-0.0021482494998,-3.83659492713
2.65,Terrain0,hrp2[LLEG_JOINT5],10,0.230874457977,0.142003067358,-5.99381771916e-05,-1.76628758757e-15,-2.79910237405e-16,-1.0,-84.3560695964,-27.7522993505,210.095321487,0.000421578498316,-0.00176704110483,-3.65164541412
2.67,Terrain0,hrp2[RLEG_JOINT5],9,-0.161125797799,-0.0651453913788,-0.000419840090236,5.66415354291e-15,3.77474388649e-16,-1.0,95.7515570865,66.9103048597,184.969254119,0.00115754674253,-0.000879618122406,-1.65973346472
2.67,Terrain0,hrp2[LLEG_JOINT5],12,0.266839946057,0.138827380351,-5.70791974374e-05,9.5067561668e-16,4.66328329686e-16,-1.0,-88.5062005673,-36.4438450146,205.489908981,0.0010408888316,-0.00251903625345,-7.14338726307
2.69,Terrain0,hrp2[RLEG_JOINT5],10,-0.205704317344,-0.0576619056868,-0.000326336711343,1.59932267387e-15,-2.44894496652e-15,-1.0,93.3622528574,26.0715075763,347.03812758,-0.0032824256786,-0.0036512697308,-4.149041752
2.69,Terrain0,hrp2[LLEG_JOINT5],11,0.22108934425,0.145922690967,-5.48385733732e-05,2.73369155616e-15,0.0,-1.0,-86.6715416647,-25.9287778513,211.464637489,0.000244259421524,-0.0013856014609,-4.12752422037
2.71,Terrain0,hrp2[RLEG_JOINT5],10,-0.228093365857,-0.0464654436195,-0.000267300204471,0.0,2.81162738921e-16,-1.0,91.052978368,23.138119494,337.953057608,-0.00285714525135,-0.00322635514502,-4.2195843787
2.71,Terrain0,hrp2[LLEG_JOINT5],11,0.221088673494,0.145930778644,-5.08252086813e-05,2.67221437264e-15,3.19259738375e-15,-1.0,-91.2728148729,-23.8751641068,215.784625075,0.000352958933125,-0.00115285362637,-6.45934343028
2.73,Terrain0,hrp2[RLEG_JOINT5],10,-0.228094209611,-0.0464656547473,-0.00024856490266,4.6302162123e-15,-1.04830189996e-15,-1.0,91.7397253317,22.5951226718,343.845967596,0.00177939659606,-0.00259010050333,-0.788408440372
2.73,Terrain0,hrp2[LLEG_JOINT5],11,0.240558108728,0.146305399109,-4.93615367059e-05,-6.44906373332e-15,2.5449128863e-16,-1.0,-87.2094527315,-25.231207026,211.439302211,0.000235161651491,-0.00141561103842,-7.50543394949
2.75,Terrain0,hrp2[RLEG_JOINT5],11,-0.261202298377,-0.0736901405343,-0.000179368563159,1.37156498784e-15,8.35325994323e-16,-1.0,89.1668201442,24.033313699,334.510532005,-0.00173966683084,-0.00217302775024,-1.60119059252
2.75,Terrain0,hrp2[LLEG_JOINT5],10,0.230955927141,0.142016037255,-4.40804557978e-05,-3.54292328253e-15,0.0,-1.0,-89.0589599767,-24.3284150647,215.45516614,0.000203850069301,-0.00117362437934,-6.82641570949
2.77,Terrain0,hrp2[RLEG_JOINT5],11,-0.261744379617,-0.0789868565259,-0.000166551107663,-3.32443531456e-15,-8.43568452894e-16,-1.0,90.4035788926,22.5671653433,342.489284386,-0.00284188370373,-0.00198438802043,-2.42848145578
2.77,Terrain0,hrp2[LLEG_JOINT5],10,0.253819742965,0.12297944203,-3.49697491615e-05,-5.11375797675e-15,2.80444891369e-16,-1.0,-93.7510321526,-17.4346411992,217.710597814,9.30903854723e-05,-0.000700628510272,-6.89819526793
2.79,Terrain0,hrp2[RLEG_JOINT5],11,-0.301033621709,-0.0885966631464,-0.000104826035426,1.28865560054e-15,1.23797780437e-15,-1.0,88.0791061454,23.4594315174,332.4522031,-0.00198190345951,-0.00183732544973,-1.68866030224
2.79,Terrain0,hrp2[LLEG_JOINT5],10,0.231012448163,0.142018994702,-3.9625858069e-05,-2.2677911883e-15,-2.03423912612e-15,-1.0,-89.0695997215,-23.965530098,216.287872901,0.000171665622941,-0.00104655061898,-6.76453714633
2.81,Terrain0,hrp2[RLEG_JOINT5],10,-0.249812620254,-0.0662809045402,-0.000196280184803,8.90739838099e-15,7.6954968024e-16,-1.0,69.9254111318,20.7260520954,328.244316849,-0.0042088957616,-0.00131655063649,-2.03032319697
2.81,Terrain0,hrp2[LLEG_JOINT5],11,0.241799757753,0.116142628962,-2.85275210465e-05,1.5358162815e-15,-1.83993244336e-17,-1.0,-3.59619530795e-13,1.52153893711e-13,200.242115795,-2.77555756156e-15,-1.7763568394e-15,-4.75738761243e-14
2.83,Terrain0,hrp2[RLEG_JOINT5],10,-0.228330909802,-0.0691722448766,-0.00021176609059,0.0,2.8199958758e-16,-1.0,87.2495353914,23.0035621516,332.320440203,-0.00069906847483,-0.00202382950676,-1.42019827306
2.83,Terrain0,hrp2[LLEG_JOINT5],11,0.240695438716,0.137404021483,-3.47355707625e-05,0.0,3.17725763529e-15,-1.0,-90.5693669287,-23.7134989034,218.196244279,-0.000147685688849,-0.00109251513283,-7.07197776733
2.85,Terrain0,hrp2[RLEG_JOINT5],11,-0.281585620516,-0.0757852607065,-0.000131143078367,-1.2931443831e-15,1.00938221667e-15,-1.0,90.3062583672,23.9094681735,340.986028408,-0.000302094913917,-0.00193217422563,-1.22520066546
2.85,Terrain0,hrp2[LLEG_JOINT5],10,0.253139895087,0.138512193045,-3.41261998734e-05,5.6041586154e-16,0.0,-1.0,-86.4434405655,-22.5437477002,211.82146699,-3.82828054454e-05,-0.000882873729004,-7.48713628071
2.87,Terrain0,hrp2[RLEG_JOINT5],9,-0.210328233775,-0.0504450083122,-0.000331262010876,-1.80892718947e-15,-6.20259743939e-16,-1.0,88.9204175874,12.0863762236,334.533902061,-0.00765170867114,-0.00320009131017,-5.69709545346
2.87,Terrain0,hrp2[LLEG_JOINT5],12,0.249862964836,0.130408939918,-2.98569427435e-05,3.79129940423e-15,-3.37927514771e-15,-1.0,-94.026739353,-17.096059261,242.882187644,6.66302753251e-05,-0.000380282556158,-4.89202050801
